date,name,round,amount,chains,sector,category,categoryGroup,source,leadInvestors,otherInvestors,valuation,defillamaId
2023-03-01,Impossible Cloud,Seed,7.0,,Decentralized storage,Storage,Web3 Infrastructure & Tools,https://twitter.com/TheBlock__/status/1630938956580700161 ,"HV Capital, 1kx","Protocol Labs, TS Ventures, Very Early Ventures",,
2023-03-01,Redeem,Pre-Seed,2.5,,Web3 protocol that allows users to send and redeem NFT's using their phone numbers,NFT,"NFT, Gaming & Metaverse",https://twitter.com/CoinDesk/status/1630976715043291136 ,Kenetic Capital,"Monochrome Capital, VC3 DAO, The Fund, Flyover Capital, CMT Digital, KCRise, KESTREL 0x1",,
2023-03-01,Helika,Seed,4.0,,Web3 gaming and NFT analytics platform,Analytics,"AI, Analytics & Data",https://twitter.com/Crypto_Dealflow/status/1630981919004344320 ,Diagram Ventures,"Fenbushi Capital, Sfermion, Big Brain Holdings, Builder Capital, Sparkle Ventures",,
2023-02-28,Mangrove,Series A,7.4,Polygon,order book-based DEX,DEX,,https://twitter.com/MangroveDAO/status/1630519219107385348 ,"Cumberland, Greenfield Capital","CMT Digital, gumi Cryptos Capital",,
2023-02-28,Wakweli,Seed,1.1,,An infrastructure protocol that issues certificates of authenticity for NFTs & Tokenized Assets,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/WakweliChain/status/1630569936224436229?s=20,Summit.io,FunFair Ventures,"
",
2023-02-28,Avalon Corp,,13.0,,Web3 gaming,Gaming,"NFT, Gaming & Metaverse",,Bitkraft Ventures,"Hashed, Delphi Digital , Mechanism Capital, Coinbase Ventures, Kevin Lin, Charlie Songhurst",,
2023-02-28,Term Labs,Seed,2.5,,Fixed rate lending on-chain at scale,DeFi,DeFi & CeFi,https://twitter.com/term_labs/status/1630569103592226816 ,Electric Capital,"Coinbase Ventures, OWC, Circle Ventures, MEXC Global, Robot Ventures, Fernando Martinelli, Varun Kumar, Shreyas Hariharan, 0xMaharishi",,
2023-02-28,Fluus,Pre-Seed,0.6,,Crypto payments,Payments,DeFi & CeFi,https://twitter.com/itsFLUUS/status/1630595534976086017 ,,"FHS Capital, Encryptus.io",,
2023-02-28,Orange Comet,Equity + Token,7.0,,NFTs & metaverse experiences in Web3,NFT,"NFT, Gaming & Metaverse",https://twitter.com/CoinDesk/status/1630657323268988928 ,,,,
2023-02-28,ZenGo,Series A+,10.0,,Crypto wallet,,,https://twitter.com/TheBlock__/status/1630633702588858385?s=20,,,100,
2023-02-28,Gosleep,,,,HealthFi Web3,,,https://twitter.com/gosleep01/status/1630538187306307586?s=20,Foresight Ventures,"Amber Group, SevenX Ventures, Gate.io, KuCoin Ventures",,
2023-02-28,Portal,,5.3,,Web3 wallet infrastructure,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/CoinDesk/status/1630599723919843329 ,,"Slow Ventures, Haun Ventures, Acrew Capital, Chapter One, William Hockey, Henrique Dubagras, Diogo Monica",,
2023-02-28,Ether.Fi,,5.3,Ethereum,Non-custodial liquidate staking platform,Liquid Staking Protocol,DeFi & CeFi,https://twitter.com/CoinDesk/status/1630523971262185472 ,"North Island VC, Chapter One, Node Capital","Arthur Hayes, Arrington XRP Capital, Version One Ventures, Purpose Investment",,2626
2023-02-28,Finoa,Strategic ,,,Finoa is a regulated custodian for digital assets offering custody and staking services to institutional investors and corporations.,CeFi,DeFi & CeFi,https://www.finoa.io/blog/bafin-qualified-custodian-license/,Middlegame Ventures,"Balderton Capital, coparion, Signature Ventures, Venture Stars",,
2023-02-28,Hashnote,,5.0,,Institutional DeFi,DeFi,DeFi & CeFi,https://twitter.com/Lifeformcc/status/1629374497236336640?s=20,,,100,
2023-02-25,Lifeform,Series A,5.0,BSC,DID NFT Avatar,NFT,"NFT, Gaming & Metaverse",https://twitter.com/Lifeformcc/status/1629374497236336640?s=20,GeekCartel,"DHVC, SevenX Ventures, Foresight Ventures, KuCoin Labs, K24 Ventures, Another World",,
2023-02-24,Tsunami Finance,Pre-Seed,1.3,Aptos,Margin trading and spot exchang,DeFi,DeFi & CeFi,https://twitter.com/TsunamiFinance_/status/1628945300156219393,"Big Brain Holdings, Mirana Ventures","Zeta, Hedge, Pontem Network, Brilliance Ventures, Builder VC, Marin Digital Ventures, 0xSoju, Switchboardxyz, Coral DeFi, Aptos Monkeys, Time Research",,2979
2023-02-24,Factor,Public token sale,7.5,Arbitrum,The infrastructure and liquidity layer for DeFi,DeFi,DeFi & CeFi,https://twitter.com/CamelotDEX/status/1629207230040907778 ,,,,2686
2023-02-24,NeoSwap AI,Pre-Seed,2.0,Ethereum,AI-powered trading platform for web3 projects,NFT,"NFT, Gaming & Metaverse",https://twitter.com/NeoSwap_ai/status/1629217157035749378,"DACM, Angelhub","Gossamer Capital, Cavalry Asset Management, Stacks Ventures, Dhuna Ventures",15,
2023-02-23,Worldwide Webb,Series A,10.0,,An interoperable meta-RPG ,Gaming,"NFT, Gaming & Metaverse",https://twitter.com/CoinDesk/status/1628756786059612163 ,Pantera Capital,,,
2023-02-23,Inverse Finance,Private token sale,1.0,Ethereum,DeFi protocol that maintains the DOLA stablecoin,DeFi,DeFi & CeFi,https://www.inverse.finance/blog/posts/en-US/announcing-inverses-comprehensive-liquidity-partnership-with-dwf-labs,DWF Labs,,,
2023-02-23,Ammalgam,Pre-Seed,0.75,,Lending & trading protocol,DeFi,DeFi & CeFi,https://twitter.com/ammalgam/status/1628839483197071366 ,,"Kain Warwick, 1inch, Robot Ventures , Santiago Roel Santos, Bodhi Ventures, BootNode, Marin Ventures, Factor Capital, Zeal Capital",,
2023-02-23,Affine,Seed,5.1,"Ethereum, Polygon",cross-chain investment and savings app,DeFi,DeFi & CeFi,https://twitter.com/CoinDesk/status/1628772195261464576 ,"Jump Crypto, Hack VC","Circle Ventures, Coinbase Ventures",,parent#affine-defi
2023-02-23,Chain Reaction,Series C,70.0,,hardware to accelerate blockchain and privacy,Hardware,Web3 Infrastructure & Tools,https://twitter.com/Calcalistech/status/1628703140957618178 ,Morgan Creek Digital,"Hanaco Ventures, Jerusalem Venture Partners, KCK Capital, Exor, Atreides Management, Blue Run Ventures",,
2023-02-23,Huma Finance,Seed,9.3,"Ethereum, Polygon",income-backed lending protocol.,DeFi,DeFi & CeFi,https://twitter.com/humafinance/status/1628810358885326848 ,"Race Capital, Distributed Global","ParaFi Capital, Circle Ventures, Robot Ventures, Folius Ventures",,
2023-02-23,Towns,Series A,25.5,,decentralized group chat protocol and app,Social Platform,,https://twitter.com/TheBlock__/status/1628756906587172864 ,a16z,"Benchmark, Framework Ventures",,
2023-02-23,OneKey,Series A+,,,Wallet,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/OneKeyHQ/status/1628650748153311233?s=20,IOSG Ventures,,85,
2023-02-23,Beldex,,25.0,,"Private, Composable
DApps",,,https://twitter.com/CoinDesk/status/1628764135830831104,DWF Labs,,,
2023-02-22,Den,Seed,2.8,,Crypto wallet,,,https://twitter.com/OnChainDen/status/1628394260683956225 ,IDEO CoLab Ventures,"Gnosis, Balaji Srinivasan, Portal Ventures, Not Boring Capital, Seed Club Ventures, Volt Capital, Reverie, Lemniscap, Human Capital, Global Coin Research, Cyphr, Eberg Capital, 3SE Holdings, Spice Capital, Possibilian Capital, Austin Green, Chase Chapman, Hamzah Khan, Julian Weisser, Will Papper, Mona El lsa, Jonathan Hillis, Keeks, Parth Chopra, David Silverman, Diana Chen, Mansi Prakash, Ryan Berkun, Jason Raznick, Emmanuel Straschnov, Josh Haas, David Sun, Wojtek Kulikowski, Ken O'Friel",,
2023-02-22,Blocto,Series A,,"Ethereum, Solana, Polygon, Flow, BSC, Aptos",Multichain wallet,,,https://twitter.com/BloctoApp/status/1628414398594453505 ,,Mark Cuban,80,
2023-02-22,Kratos Studios,Seed,20.0,,Web3 gaming,Gaming,"NFT, Gaming & Metaverse",https://twitter.com/TheBlock__/status/1628553054772510721,Accel,"Prosus Ventures, Courtside Ventures, Nexus Venture Partners, Nazara Technologies",150,
2023-02-22,Polybase,Pre-Seed,2.0,"Polygon, Ethereum",Privacy-focused web3 database,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/TheBlock__/status/1628395482245484547,6th Man Ventures,"Protocol Labs, Orange DAO, Alumni Ventures, NGC Ventures, CMT Digital",,
2023-02-21,Sentio,,6.4,,Web3 observability platform,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/sentioxyz/status/1628053547505037312 ,Lightspeed Venture Partners,"Hashkey Capital, Canonical Crypto, Essence VC",32,
2023-02-21,Curio,Seed,2.9,,Blockchain gaming platform,Gaming,"NFT, Gaming & Metaverse",https://twitter.com/0xcurio/status/1628046436364587008 ,Bain Capital Crypto,"TCG, Formless Capital, Smrti Labs, Robot Ventures",,
2023-02-21,Dsquared Finance,Public token sale,1.12,Arbitrum,Dynamic Quant Strategies,DeFi,DeFi & CeFi,https://twitter.com/Dsquaredfinance/status/1628051147985485824,,,25,
2023-02-21,TipLink,Seed,6.0,Solana,Crypto payments,Payments,DeFi & CeFi,https://twitter.com/TipLinkOfficial/status/1628050567322030080 ,"Multicoin Capital, Sequoia Capital","Asymmetric, Big Brain Ventures, Circle Ventures, Karatage, Monke Ventures, Paxos, Solana Ventures, Vinny Lingham, Liu Jang, Sarah Guo",,
2023-02-21,Polyhedra,Strategic ,10.0,,Infrastructure for Web3 interoperability by leveraging advanced zero-knowledge proof protocols,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/CoinDesk/status/1628032238431379457 ,"Binance Labs, Polychain Capital","Animoca Brands, Dao5",,
2023-02-21,Chaos Labs,Seed,20.0,,Economic security and risk management platform for DeFi protocols,,,https://fortune.com/crypto/2023/02/21/chaos-labs-omer-goldberg-20m-seed-funding-mango-markets/,"PayPal Ventures, Galaxy Digital","Uniswap Labs Ventures, Coinbase Ventures, Lightspeed Venture Partners, Bessemer Ventures, Balaji Srinivasan, Naval Ravikant",,
2023-02-21,3RM,Seed,3.0,,web3 native customer relationship management tools,,,https://twitter.com/3RM_co/status/1628039657832480769?s=20,Distributed Global,"Shima Capital, Big Brain Holdings, Metareal",,
2023-02-21,Kaito,Seed,5.3,,AI-powered search engine for crypto,,,https://twitter.com/_kaitoai/status/1628050370424619009,Dragonfly Capital,"Sequoia Capital, Jane Street, Mirana Ventures, Folius Ventures, Alpha Lab Capital",,
2023-02-21,Intu,Pre-Seed,2.0,,MPC wallets,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/IntuOfficial/status/1627791015611342848 ,,"Fantom Foundation, CoinFund, Metaweb, Kitefin",,
2023-02-21,Azra Games,Seed+,10.0,,NFT-themed Legions & Legends,Gaming,"NFT, Gaming & Metaverse",https://twitter.com/AzraGames/status/1628079858633871365 ,a16z crypto,"NFX, Coinbase Ventures, Play Ventures, Franklin Templeton",,
2023-02-21,Superchain,Seed,4.0,,Blockchain indexer,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/TheBlock__/status/1628084894399180817,Blockchain Capital,"Maven 11, KR1, Tokonomy, Fasanara Capital",,
2023-02-21,Strider,,5.5,,Collaborative story-driven web3 gaming platform,Gaming,"NFT, Gaming & Metaverse",https://twitter.com/farming_xp/status/1628062924622409728 ,"Makers Fund, Fabric Ventures","Shima Capital, Sfermion, Magic Eden",,
2023-02-20,Renegade,Seed,3.4,,On-chain dark pool,,,https://twitter.com/renegade_fi/status/1627664213681541123 ,"Dragonfly Capital, Naval Ravikant","Balaji Srinivasan, Tarun Chitra, Lev Livnev, Marc Bhargava, Lily Liu",,
2023-02-20,Gateway.fm,Seed,4.6,"Ethereum, Gnosis, Fantom, Laconic, Near",Web3 infrastructure,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/TheBlock__/status/1627670071127556097,,,,
2023-02-17,GloryFinance,Seed,3.5,, Simplified DeFi with Cross-chain services and UI innovation,,,https://twitter.com/BTCTN/status/1626552565604265984 ,Korean Technology Venture Capital,,,
2023-02-17,Million on Mars,Seed,3.5,Wax,Web3 gaming,Gaming,"NFT, Gaming & Metaverse",https://twitter.com/VentureBeat/status/1626589835464179712,"Great South Gate, Widus Partners",Solana Labs,,
2023-02-17,Unagi,Seed,5.0,,Web3 gaming,Gaming,"NFT, Gaming & Metaverse",https://twitter.com/TheBlock__/status/1626476816960552961 ,Sisu Game Ventures,"Sfermion, UOB Ventures , Signum Capital, 2B Ventures, Machame",,
2023-02-17,YGG,Strategic ,13.8,,blockchain game platform,Gaming,"NFT, Gaming & Metaverse",https://twitter.com/YieldGuild/status/1626525166275801088 ,DWF Labs,"a16z crypto, Galaxy Interactive, Sangha Capital Fund, Sanctor Capital, David LEE Kuo Chuen",,
2023-02-17,Cysic,Seed,6.0,,Hardware accelerating zero-knowledge proof.,,,https://twitter.com/cysic_xyz/status/1626606685782507521 ,Polychain Capital,"HashKey, ABCDE, SNZ Holding, web3.com",,
2023-02-17,Phi,Seed,2.0,Polygon,Web3 social gaming onboarding platform,Gaming,"NFT, Gaming & Metaverse",https://medium.com/@phi.xyz/phi-raises-2m-seed-round-65e24d1833fb,"Chapter One, Delphi Digital","Polygon Ventures, Stani Kulechov, Anthony Sassano, Ryan Sean Adams, David Hoffmann, Kartik Talwar, Scott More, Tim Beiko, Makoto Inoue, 0xmons, Zefram",,
2023-02-16,Stelo Labs,Seed,6.0,,Web3 security,,,https://twitter.com/stelolabs/status/1626251715443032065 ,a16z crypto,,,
2023-02-16,Sending Labs,Seed,12.5,,Web3 Communication Protocol,,,https://twitter.com/CoinDesk/status/1626205275228344320 ,"Insignia Venture Partners, MindWorks Capital, Signum Capital","K3 Ventures, Lingfeng Innovation Fund, Uphonest Capital, Aipollo Investment",,
2023-02-16,Salsa,Pre-Seed,2.0,,Web3 messaging,,,https://twitter.com/CoinDesk/status/1626220370733985792?s=20,"IDEO CoLab Ventures, Inflection.xyz","Superscrypt , Nader Al-Naji, Liam Horne, Dan Romero, Balaji Srinivasan, Henri Stern, Khan Tasinga, Patricio Worthalter, gmoney",,
2023-02-16,Nefta,Seed,5.0,"Ethereum, Polygon, StarkNet, Solana, Tezos, Avalanche, BSC, ImmutableX",Web3 infrastructure,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/TheBlock__/status/1626212792482267139,Play Ventures,"Polygon Ventures, SevenX Ventures, Sfermion, Picus Capital",32.5,
2023-02-16,Zion,,6.0,Lightning Network,Decentralized social network,Social Platform,,https://twitter.com/justinrezvani/status/1625908641634082816,,,53,
2023-02-16,Botto,,,Ethereum,"decentralized, autonomous artist governed by the people",,,https://twitter.com/calebshough/status/1626240323729883136 ,Variant,,,
2023-02-15,Superplastic,Series A-4,20.0,,"Creator of animated celebs, vinyl toys & digital collectibles",NFT,"NFT, Gaming & Metaverse",https://twitter.com/decryptmedia/status/1625872968889819136 ,Alexa Fund,"Google Ventures, Galaxy Digital, Sony Japan, Animoca Brands, Craft Ventures",,
2023-02-15,NFT Gaming Company,IPO,7.0,,NFT gaming,,,https://www.globenewswire.com/news-release/2023/02/15/2608278/0/en/The-NFT-Gaming-Company-Inc-Announces-Pricing-of-7-Million-Initial-Public-Offering.html,,,,
2023-02-15,Ironblocks,Seed,7.0,,Blockchain cybersecurity platform,,,https://twitter.com/Ironblocks_/status/1625856995592110095 ,"Collider Ventures, Disruptive AI","Samsung Next, Quantstamp, ParaFi Capital",,
2023-02-15,NFEX,Seed,3.0,,"
",NFT,"NFT, Gaming & Metaverse",https://twitter.com/BTCTN/status/1625827804330831872,ABCDE,"Amber Group, Firestone Ventures",,
2023-02-15,Alongside,Seed,11.0,"Ethereum, Polygon, Solana, Avalanche, Polkadot, Cosmos, Cardano",Crypto index platform,DeFi,DeFi & CeFi,https://twitter.com/alongsidefi/status/1625873579555319808 ,a16z,"Coinbase Ventures, Franklin Templeton Investments, Village Global, Not Boring Capital",,2559
2023-02-15,Aura Network,pre-Series A,4.0,,NFT-centric layer 1,L1,Base Layers & Scaling,https://twitter.com/AuraNetworkHQ/status/1625842477449252864?s=20,"Hashed, Coin98","GuildFi, Istari Ventures, Republic Crypto, K300 Ventures",,chain#aura network
2023-02-15,Infinity Exchange,Strategic ,,,Lending and Borrowing for Institutions and Traders of All Backgrounds,DeFi,DeFi & CeFi,https://twitter.com/infinitymaxima/status/1625790918824542208 ,Laser Digital,,,
2023-02-15,Modular Cloud,Pre-Seed,1.7,,"Building Explorer, a block explorer for modular blockchains",,,https://twitter.com/Maven11Capital/status/1625918153338531841 ,"Maven 11, Blockchain Capital","NFX, Celestia Foundation, Eclipse",,
2023-02-14,Taurus,Series B,65.0,,digital asset infrastructure ,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/taurus_hq/status/1625398120954707969 ,Credit Suisse,"Deutsche Bank, Pictet Group, Cedar Mundi Ventures, Arab Bank Switzerland, Investis",,
2023-02-14,Monad,Seed,19.0,, optimized EVM blockchain,L1,Base Layers & Scaling,https://twitter.com/monad_xyz/status/1625591020070002689?s=20&t=BoJHZryQNN7NPIsr_Nob9w,Dragonfly Capital,"Placeholder, Lemniscap, Shima Capital, Finality Capital Partners, Naval Ravikant, Cobie, Hasu",,chain#monad
2023-02-14,OrbLabs,Seed,4.5,,cross-chain messaging protocols and omnichain applications,,,https://twitter.com/0xOrbLabs/status/1625532388280246276,Bain Capital Crypto,"Shima Capital, 6th Man Ventures, Modular Capital, SevenX Ventures",,
2023-02-13,Caldera,,9.0,,Customisable blockchain rollups,L2,Base Layers & Scaling,https://twitter.com/Calderaxyz/status/1625180138492272640,"Sequoia Capital, Dragonfly Capital","NEO Foundation, 1kx, Ethereal Ventures",,
2023-02-10,Ajuna,Private,5.0,Polkadot,Web3 gaming,Gaming,"NFT, Gaming & Metaverse",https://twitter.com/CoinDesk/status/1624037992682725376 ,CMCC Global,,,
2023-02-10,Omega Royale ,,2.1,,"
",Gaming,"NFT, Gaming & Metaverse",https://twitter.com/TheBlock__/status/1624069871712579587 ,"Play Ventures, Agnitio Capital",Santiago Roel Santos,,
2023-02-10,C3,Seed,6.0,,Crypto Exchange,Centralized Exchange,DeFi & CeFi,https://twitter.com/C3protocol/status/1624025400224501761 ,Two Sigma Ventures,"Jane Street Capital, Hudson River Trading, Flow Traders, GoldenTree Asset Management, CMS Holdings, Alphalab Capital, Jump Crypto, Cumberland DRW, C2 Ventures",,
2023-02-09,Dymension,Seed,6.7,Cosmos,Dymension is a network of easily deployable modular blockchains called RollApps,L2,Base Layers & Scaling,https://twitter.com/dymensionXYZ/status/1623706686362902531 ,"Big Brain Holdings, Stratos","Matchbox DAO, Shalom Meckenzie",,
2023-02-09,Coincover,,30.0,,Digital asset protection,,,https://twitter.com/Coincoverglobal/status/1623728358335864832 ,Foundation Capital,CMT Digital,,
2023-02-09,Vault,Series A,4.0,Solana,Web3 music platform,NFT,"NFT, Gaming & Metaverse",https://twitter.com/TheBlock__/status/1623683416536358912 ,Placeholder,"AlleyCorp , Bullpen Capital, Everblue Management",42,
2023-02-09,Mino Games,Series B,15.0,,Web3 gaming,Gaming,"NFT, Gaming & Metaverse",https://twitter.com/VentureBeat/status/1623668170711003140 ,Standard Crypto,"Boost VC, Collab+Currency, Earl Grey Capital, Konvoy Ventures, Bing Gordon, Don Mattrick",,
2023-02-08,Carbonplace,Seed,45.0,,blockchain carbon credit transaction network,,,https://cointelegraph.com/news/uk-blockchain-carbon-offset-platform-raises-45m-in-seed-funding ,,"BBVA, BNP Paribas, CIBC, Itaú Unibanco, National Australia Bank, NatWest, Standard Chartered Bank, SMBC Venture Capital, UBS",,
2023-02-08,Versatus Labs (ex VRRB Labs),Pre-Seed,1.4,,Proof-of-Claim Layer 1 Blockchain ,L1,Base Layers & Scaling,https://twitter.com/VRRBLabs/status/1623322087552086017,,"Jump Crypto, Big Brain Holdings, Taureon",20,
2023-02-08,Sesame Labs,Seed,4.5,,Web3 marketing platform,,,https://twitter.com/vinayjain404/status/1623393444130594816?s=20&t=MwfVPBlfCTkdx2yDdv5nFA,"Wing, Patron.xyz",,,
2023-02-07,Cedro Finance,Pre-Seed,1.5,,An Omnichain Liquidity Layer,DeFi,DeFi & CeFi,https://twitter.com/cedro_finance/status/1622873958151512065  ,Shima Capital,"IVF, Mask Network, Sam Thapaliya",,
2023-02-07,Space ID,Strategic ,10.0,"BSC, Arbitrum",Digital identity platform,Digital Identity,"Social, DAO & Identity",https://twitter.com/SpaceIDProtocol/status/1622943085654056964 ,"Polychain Capital, Dao5",,,
2023-02-07,Webacy,Seed,4.0,,Online platform that helps you protect your digital assets for the unexpected,,,https://twitter.com/mywebacy/status/1622961046657937408,gmjp,"Gary Vaynerchuk, AJ Vaynerchuk, Mozilla Ventures, Soma Capital, DG Daiwa Ventures, Quantstamp, CEAS Investments, Dreamers VC, Miraise",,
2023-02-07,SALT,Series A,64.4,,Crypto-backed loans,,,https://twitter.com/CoinDesk/status/1622984496080384000 ,,,,
2023-02-06,Elementus,Series A2,10.0,,Web3 data platform,,,https://twitter.com/elementus_io/status/1622661669603213312,ParaFi Capital,,160,
2023-02-06,Cenoa,Seed,7.0,Ethereum,Non-custodial wallet offering access to staking products,DeFi,DeFi & CeFi,https://fintech.global/2023/02/06/singaporean-super-wallet-cenoa-bags-7m/,Quiet Capital,"Human Capital, Ulu Ventures, Acrew Capital, Collective Spark",,
2023-02-06,GammaSwap,Seed,1.7,"Ethereum, Arbitrum",An Oracle Free Decentralized Platform for Volatility Trading and Commission Free Token Trading,DeFi,DeFi & CeFi,https://twitter.com/GammaSwapLabs/status/1622609745763762180 ,Skycatcher,"Dialectic, Space Whale Capital, Modular Capital, Portico Ventures, Ouroboros Capital, Owl Ventures, RenGen.io, Manifold Trading, Coinflip Canada, GMX, bizyugo, 0x_d24, DanDefiEd",,3576
2023-02-02,Port3 Network,Seed,3.0,"Ethereum, BSC, Polygon, Fantom, Avalanche, Aurora, KCC, OKExChain, Boba",Web3 social data portal,,,https://twitter.com/Port3Network/status/1621418165447323650,KuCoin Ventures,"Jump Crypto, Cogitent Ventures, Momentum 6, Cryptonite Capital, Block Infinity, SNZ Holding",,
2023-02-02,TeraWulf,Equity,32.0,Bitcoin,Crypto mining,Mining,Web3 Infrastructure & Tools,https://twitter.com/TheBlock__/status/1621174726239440896 ,,,,
2023-02-02,BlockJoy,Series A,12.0,"Ethereum, Cosmos, BSC, Avalanche, Solana, Polygon, Algorand",Blockchain nodes-as-a-service,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/BlockJoyWeb3/status/1621193617804083203 ,,"Gradient Ventures, Draper Dragon, Dragon Roark, Active Capital, Borderless HNT, Renegade Ventures",,
2023-02-02,Giga Energy,Series A,10.0,Bitcoin,Crypto mining,Mining,Web3 Infrastructure & Tools,https://twitter.com/TheBlock__/status/1621191341798457344 ,,,,
2023-02-02,Pow.re,Series A,9.2,,Crypto mining,Mining,Web3 Infrastructure & Tools,https://twitter.com/CoinDesk/status/1621027610657542147 ,Haru Invest,"Trinito, RFD Capital",150,
2023-02-02,Sumi Network,Seed,3.0,Polkadot,Web3 infrastructure provider,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/TheBlock__/status/1621128369961324544 ,Scytale,"Fuse Capital, D1 Ventures, Digital Finance Group",30,
2023-02-01,Bibliotheca DAO,Public token sale,3.9,StarkNet,Web3 game studio,Gaming,"NFT, Gaming & Metaverse",https://twitter.com/BibliothecaDAO/status/1620588687234048001 ,,,,
2023-02-01,Simba Chain,Strategic ,30.0,,"Smart Contracts as a Service with Blocks, allowing  enterprises to easily achieve Web3 production",,,https://twitter.com/SIMBAchain/status/1620463360629432320,,U.S. Air Force,,
2023-02-01,Archimedes,Seed,4.9,Ethereum,DeFi lending and borrowing platform,DeFi,DeFi & CeFi,https://twitter.com/CoinDesk/status/1620829848213098520 ,Hack VC,"Uncorrelated Ventures, Psalion, Truffle Ventures, Cogitent Ventures, Haven VC, Palsar",,
2023-02-01,Fungify,,6.0,,NFT lending primitive,DeFi,DeFi & CeFi,https://cointelegraph.com/press-releases/fungify-raises-6m-to-build-new-nft-lending-primitive,CitizenX,"Distributed Global, Infinity Ventures Crypto, Taureon, Anagram, Flow ventures, DCFGod, Joe Eagan, Mark Borsten",,
2023-01-31,Adressable,Seed,7.5,,Web3 marketing,,,https://twitter.com/TheBlock__/status/1620417962552467458 ,"Fabric Ventures, Viola Ventures","North Island Ventures, Mensch Capital Partners",,
2023-01-31,Optix,Private,1.8,"Arbitrum, Polygon",Altcoin options,DeFi,DeFi & CeFi,https://coinmarketcap.com/community/articles/63efa5716d5b946e58a9f07a/,Skynet Trading,"Ascensive Assets, Arrington Capital, Morningstar Ventures, SkyVision Capital, Huobi Ventures, LVT Capital, Phemex",12,
2023-01-31,Sec3,Seed,10.0,"Solana, Aptos, Sui, Ethereum, Polygon",Blockchain security,Smart contract security,,https://twitter.com/TheBlock__/status/1620438371251392512 ,Multicoin Capital,"Sanctor Capital, Essence VC, Santiago Roel Santos, Anatoly Yakovenko",,
2023-01-31,Squid,Seed,3.5,"Ethereum, Moonbeam, BSC, Arbitrum, Avalanche, Polygon, Cosmos",Cross-chain liquidity & messaging router built on Axelar,,,https://twitter.com/CoinDesk/status/1620452365009666048 ,North Island VC,"Distributed Global, Fabric Ventures, Galileo, Chapter One, Noble Capital, Axelar",,
2023-01-31,Everscale,Strategic ,5.0,Everscale,"Everscale (EVER) is a fast and secure layer-one blockchain that aims to become a decentralized platform for high-performance applications with real-world relevance, such as Stablecoins, CBDCs, DEXes, Bridges, Gaming Platforms and more",L1,Base Layers & Scaling,https://twitter.com/TheBlock__/status/1620421894322409474,Venom Ventures Fund,,,chain#everscale
2023-01-31,Rysk Finance,Pre-Seed,1.4,Arbitrum,On-chain market maker for DeFi derivatives,DeFi,DeFi & CeFi,https://twitter.com/ryskfinance/status/1620427348163297283,Lemniscap,"Encode Club, Ascensive Assets, Starbloom, Yunt Capital, Manifold Trading, Hype.eth, Ivangbi, Windra Thio",,2605
2023-01-30,Sovereign Labs,Seed,7.4,,An ecosystem of seamlessly interoperable and scalable rollups that can run on any blockchain,,,https://twitter.com/ahnchrisj/status/1620114998990368768,Haun Ventures,"1kx, Robot Ventures, Maven 11",,
2023-01-30,Oh Baby Games,Seed,6.0,,Crypto gaming platform,,,https://twitter.com/OhBabyGames/status/1620210014790254592 ,"eGirl Capital, Synergis Capital","Merit Circle, Kevin Lin, CL207, inversebrah, Santiago Roel Santos, Dr. Serkan Toto",,
2023-01-30,YGG Japan,Private,2.95,,blockchain game platform,Gaming,"NFT, Gaming & Metaverse",https://twitter.com/YieldGuild/status/1619954432741117953,,"Square Enix, SEGA, GREE, Marblex, Enish, Adways Ventures, Coincheck, Gate Labs, Vector, Infinity Ventures Crypto, Zaif, Days, Emoote, Arriba Studio, Calorful Marketing, Kingdom Verse",,
2023-01-30,Hypernative,Seed,9.0,,Secure and Monitor Web3,,,https://twitter.com/HypernativeLabs/status/1620048472274784262 ,"Boldstart Ventures, IBI Tech Fund","Blockdaemon, Alchemy Ventures, Borderless Capital, CMT Digital, Nexo",,
2023-01-30,VitaDAO,Seed,4.1,,decentralized collective funding early stage aging research & spinning out longevity biotech startups to extend healthy lifespan,,,https://twitter.com/vita_dao/status/1620017103939198977 ,,"Pfizer Venture Investments, Balaji Srinivasan, Shine Capital, L1 Digital, Beakerdao, Spaceship DAO, Joe Betts-LaCroix",,
2023-01-29,Vest Exchange,Seed,,,decentralized perpetual exchange,,,https://twitter.com/VestExchange/status/1619492736478109696 ,,"Jane Street, QCP Capital, Big Brain Holdings, AscendEX, Builder Capital, Infinity Ventures Crypto, Robert Chen, Pear VC, Cogitent Ventures, Moonshot Research, Fugazi Labs",,4400
